MinTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,RainToday,WindDir9am
18.9,0.0,44.0,22.0,58.0,67.0,0,337.5
18.9,0.0,41.0,24.0,54.0,75.0,0,0.0
17.2,0.0,46.0,11.0,68.0,76.0,0,112.5
19.4,0.0,81.0,13.0,61.0,73.0,0,45.0
15.3,0.0,78.0,39.0,44.0,54.0,0,180.0
15.5,0.0,63.0,35.0,45.0,56.0,0,180.0
14.1,0.0,30.0,9.0,47.0,53.0,0,135.0
16.0,0.0,41.0,31.0,49.0,70.0,0,315.0
19.6,0.0,70.0,30.0,66.0,66.0,0,135.0
18.4,3.2,65.0,43.0,58.0,63.0,1,157.5
15.5,0.6,48.0,28.0,66.0,50.0,0,180.0
16.4,0.6,35.0,11.0,88.0,62.0,0,157.5
15.8,0.0,28.0,17.0,63.0,61.0,0,112.5
17.3,0.0,54.0,22.0,60.0,68.0,0,22.5
20.6,0.0,74.0,48.0,56.0,57.0,0,157.5
19.2,0.0,46.0,31.0,55.0,56.0,0,157.5
19.6,0.2,35.0,13.0,57.0,47.0,0,67.5
18.1,0.0,28.0,9.0,60.0,57.0,0,90.0
17.3,0.0,28.0,13.0,58.0,50.0,0,135.0
19.3,0.0,33.0,15.0,55.0,66.0,0,67.5
20.5,7.0,44.0,30.0,78.0,68.0,1,22.5
20.9,1.6,43.0,26.0,70.0,70.0,1,22.5
20.2,5.8,52.0,7.0,92.0,69.0,1,157.5
16.8,16.4,72.0,48.0,70.0,55.0,1,180.0
16.4,0.0,41.0,28.0,54.0,51.0,0,157.5
15.2,0.0,39.0,17.0,42.0,51.0,0,0.0
17.7,0.0,46.0,26.0,56.0,65.0,0,0.0
18.8,0.0,43.0,30.0,55.0,69.0,0,0.0
20.2,0.0,50.0,24.0,48.0,73.0,0,0.0
21.3,0.0,52.0,11.0,82.0,79.0,0,157.5
18.6,14.0,35.0,11.0,83.0,73.0,1,315.0
19.2,2.0,59.0,17.0,74.0,70.0,1,45.0
17.8,0.0,65.0,31.0,40.0,59.0,0,157.5
19.1,0.0,52.0,30.0,54.0,63.0,0,157.5
20.2,0.0,39.0,17.0,54.0,68.0,0,315.0
20.6,0.2,31.0,13.0,57.0,60.0,0,90.0
21.6,0.0,37.0,20.0,55.0,56.0,0,45.0
20.4,0.0,39.0,19.0,52.0,56.0,0,45.0
21.1,0.0,35.0,20.0,54.0,54.0,0,22.5
20.5,0.0,43.0,13.0,62.0,62.0,0,22.5
21.4,0.2,41.0,22.0,63.0,84.0,0,45.0
19.7,7.2,30.0,13.0,74.0,65.0,1,45.0
19.2,0.0,35.0,17.0,71.0,64.0,0,45.0
21.4,0.0,28.0,11.0,61.0,62.0,0,135.0
21.2,0.0,57.0,17.0,54.0,68.0,0,0.0
23.0,0.0,61.0,44.0,56.0,59.0,0,157.5
21.0,0.0,44.0,31.0,56.0,55.0,0,157.5
22.8,0.0,44.0,24.0,65.0,62.0,0,135.0
23.7,0.0,50.0,39.0,71.0,56.0,0,112.5
23.9,0.0,50.0,37.0,57.0,65.0,0,135.0
22.1,0.4,48.0,7.0,62.0,60.0,0,90.0
22.8,0.0,59.0,24.0,52.0,74.0,0,315.0
24.0,0.0,46.0,31.0,76.0,74.0,0,135.0
25.4,0.0,41.0,22.0,77.0,67.0,0,22.5
25.2,0.0,50.0,19.0,61.0,74.0,0,0.0
24.5,0.0,44.0,22.0,64.0,71.0,0,0.0
24.4,0.0,63.0,19.0,69.0,81.0,0,90.0
20.7,0.0,57.0,31.0,65.0,67.0,0,157.5
20.5,0.0,24.0,13.0,58.0,56.0,0,135.0
20.0,0.0,28.0,7.0,57.0,55.0,0,247.5
21.1,0.0,52.0,20.0,57.0,63.0,0,0.0
23.9,0.0,48.0,28.0,64.0,71.0,0,315.0
22.9,0.2,52.0,13.0,74.0,70.0,0,135.0
22.5,1.2,31.0,13.0,81.0,89.0,1,135.0
21.2,5.6,28.0,13.0,79.0,57.0,1,157.5
22.1,0.2,43.0,11.0,66.0,62.0,0,135.0
22.7,8.8,33.0,19.0,84.0,75.0,1,180.0
23.0,2.6,56.0,28.0,83.0,82.0,1,67.5
23.7,6.4,57.0,37.0,91.0,99.0,1,90.0
23.8,35.0,94.0,48.0,99.0,100.0,1,90.0
22.6,108.2,98.0,72.0,92.0,100.0,1,67.5
23.0,73.2,33.0,17.0,75.0,87.0,1,0.0
23.4,0.0,61.0,17.0,81.0,81.0,0,157.5
22.6,11.2,28.0,13.0,100.0,68.0,1,157.5
22.5,0.0,48.0,9.0,81.0,87.0,0,292.5
20.6,70.8,50.0,31.0,100.0,100.0,1,90.0
20.2,86.8,67.0,30.0,90.0,76.0,1,112.5
20.7,6.8,59.0,33.0,79.0,80.0,1,135.0
21.8,3.8,63.0,41.0,76.0,82.0,1,135.0
22.4,0.6,63.0,41.0,79.0,72.0,0,90.0
20.1,12.8,54.0,13.0,96.0,71.0,1,202.5
21.0,1.6,57.0,28.0,68.0,70.0,1,180.0
20.8,1.4,63.0,43.0,74.0,75.0,1,112.5
20.0,2.8,56.0,30.0,86.0,72.0,1,135.0
21.9,1.8,54.0,37.0,67.0,63.0,1,135.0
21.3,0.0,61.0,41.0,65.0,68.0,0,135.0
20.0,5.2,63.0,28.0,71.0,67.0,1,180.0
17.9,8.6,54.0,20.0,67.0,70.0,1,180.0
18.2,0.0,52.0,13.0,61.0,67.0,0,157.5
20.3,0.0,24.0,4.0,58.0,66.0,0,202.5
21.7,0.0,76.0,20.0,67.0,62.0,0,315.0
20.3,0.0,57.0,39.0,60.0,65.0,0,180.0
19.7,0.0,56.0,44.0,68.0,53.0,0,135.0
22.3,0.0,57.0,37.0,58.0,68.0,0,135.0
18.6,5.4,35.0,15.0,73.0,66.0,1,157.5
20.7,2.6,37.0,9.0,91.0,79.0,1,157.5
22.5,0.0,39.0,13.0,73.0,73.0,0,315.0
23.7,0.0,39.0,22.0,70.0,70.0,0,337.5
19.9,2.4,33.0,0.0,74.0,70.0,1,157.5
21.5,0.0,31.0,15.0,69.0,64.0,0,157.5
22.1,1.0,39.0,19.0,76.0,65.0,0,90.0
20.6,2.8,43.0,19.0,81.0,61.0,1,180.0
20.3,0.0,50.0,22.0,61.0,74.0,0,315.0
20.8,0.0,48.0,24.0,65.0,64.0,0,180.0
18.9,0.0,41.0,19.0,69.0,69.0,0,337.5
19.8,24.2,39.0,28.0,75.0,65.0,1,180.0
18.7,0.0,35.0,19.0,60.0,64.0,0,180.0
19.0,0.0,74.0,13.0,62.0,63.0,0,180.0
19.2,0.0,74.0,33.0,69.0,61.0,0,180.0
17.8,32.6,67.0,26.0,74.0,63.0,1,180.0
18.1,2.6,54.0,30.0,77.0,76.0,1,180.0
18.2,1.8,59.0,20.0,70.0,66.0,1,180.0
17.4,59.8,43.0,30.0,72.0,60.0,1,180.0
18.3,0.0,44.0,24.0,67.0,64.0,0,180.0
18.1,6.0,54.0,19.0,91.0,77.0,1,180.0
17.9,5.2,54.0,35.0,71.0,63.0,1,180.0
19.5,2.0,74.0,31.0,89.0,69.0,1,67.5
20.1,30.0,70.0,41.0,100.0,99.0,1,157.5
16.8,36.0,39.0,15.0,68.0,70.0,1,180.0
17.3,0.0,31.0,6.0,73.0,65.0,0,292.5
19.2,0.0,65.0,15.0,65.0,76.0,0,337.5
16.5,32.4,24.0,15.0,75.0,73.0,1,157.5
19.3,0.0,35.0,17.0,78.0,43.0,0,337.5
15.4,0.0,37.0,9.0,49.0,24.0,0,315.0
16.6,0.0,31.0,9.0,60.0,32.0,0,315.0
14.4,0.0,44.0,17.0,54.0,60.0,0,180.0
16.3,0.0,35.0,20.0,68.0,52.0,0,315.0
16.9,0.0,26.0,15.0,70.0,64.0,0,0.0
17.9,0.0,33.0,26.0,67.0,54.0,0,157.5
17.4,0.0,30.0,7.0,63.0,64.0,0,292.5
18.4,0.0,33.0,13.0,71.0,58.0,0,157.5
16.8,0.0,26.0,11.0,63.0,57.0,0,180.0
16.4,0.0,20.0,9.0,64.0,56.0,0,247.5
17.1,0.0,24.0,9.0,63.0,64.0,0,225.0
17.9,0.0,33.0,20.0,70.0,61.0,0,157.5
17.5,0.0,31.0,13.0,66.0,60.0,0,157.5
18.0,0.0,69.0,9.0,71.0,75.0,0,315.0
16.9,0.0,48.0,24.0,58.0,55.0,0,180.0
14.3,0.0,37.0,26.0,61.0,33.0,0,315.0
17.6,0.0,41.0,33.0,67.0,64.0,0,180.0
16.6,0.0,52.0,28.0,64.0,66.0,0,180.0
16.4,0.6,54.0,31.0,70.0,57.0,0,157.5
16.5,2.2,52.0,31.0,66.0,50.0,1,180.0
15.9,2.6,52.0,15.0,67.0,71.0,1,180.0
16.4,6.8,50.0,28.0,75.0,63.0,1,180.0
15.8,0.2,57.0,39.0,85.0,83.0,0,157.5
16.2,6.8,54.0,30.0,74.0,75.0,1,180.0
17.3,23.2,46.0,13.0,100.0,85.0,1,180.0
17.8,8.2,30.0,9.0,100.0,67.0,1,337.5
15.6,0.4,22.0,15.0,66.0,54.0,0,292.5
16.0,0.0,28.0,13.0,64.0,59.0,0,315.0
13.6,0.0,31.0,13.0,59.0,32.0,0,315.0
14.1,0.0,39.0,26.0,38.0,34.0,0,270.0
13.3,0.0,28.0,13.0,39.0,45.0,0,247.5
11.4,0.0,24.0,13.0,55.0,29.0,0,292.5
11.7,0.0,19.0,11.0,53.0,34.0,0,270.0
13.0,0.0,35.0,11.0,66.0,69.0,0,292.5
13.3,1.4,33.0,26.0,75.0,44.0,1,315.0
14.3,0.0,67.0,20.0,69.0,60.0,0,315.0
15.0,1.6,63.0,30.0,56.0,52.0,1,180.0
13.7,0.0,39.0,9.0,57.0,50.0,0,202.5
14.3,0.0,43.0,15.0,61.0,49.0,0,180.0
16.3,0.8,59.0,22.0,89.0,71.0,0,180.0
17.9,1.6,54.0,24.0,57.0,58.0,1,135.0
16.1,19.0,54.0,28.0,80.0,75.0,1,180.0
16.4,19.0,48.0,15.0,98.0,63.0,1,202.5
14.7,1.2,28.0,13.0,73.0,69.0,1,180.0
15.9,0.0,56.0,15.0,79.0,70.0,0,337.5
14.3,0.0,52.0,20.0,45.0,39.0,0,202.5
12.4,0.0,44.0,20.0,45.0,49.0,0,202.5
15.0,0.0,41.0,22.0,71.0,67.0,0,180.0
16.2,0.0,17.0,7.0,77.0,50.0,0,270.0
16.2,0.0,26.0,0.0,73.0,49.0,0,157.5
14.8,0.0,63.0,13.0,80.0,78.0,0,157.5
17.2,14.8,57.0,30.0,84.0,59.0,1,157.5
17.7,0.4,37.0,24.0,91.0,90.0,0,157.5
16.1,13.4,28.0,7.0,84.0,74.0,1,292.5
17.1,0.6,41.0,0.0,99.0,100.0,0,157.5
16.8,25.4,35.0,11.0,98.0,71.0,1,315.0
13.4,0.0,33.0,17.0,72.0,45.0,0,337.5
11.5,0.2,41.0,22.0,50.0,40.0,0,270.0
10.3,0.0,20.0,13.0,60.0,49.0,0,315.0
10.3,0.0,35.0,15.0,62.0,32.0,0,315.0
8.5,0.0,19.0,13.0,50.0,40.0,0,270.0
9.2,0.0,41.0,9.0,48.0,39.0,0,270.0
13.8,0.0,43.0,24.0,59.0,54.0,0,180.0
13.7,2.6,30.0,13.0,94.0,94.0,1,180.0
9.9,7.0,46.0,7.0,71.0,52.0,1,225.0
11.0,0.0,43.0,15.0,64.0,58.0,0,180.0
10.8,0.0,33.0,4.0,70.0,33.0,0,202.5
8.3,0.0,43.0,17.0,52.0,37.0,0,315.0
8.9,0.0,28.0,15.0,55.0,33.0,0,270.0
13.7,0.0,46.0,20.0,92.0,99.0,0,180.0
14.3,56.0,52.0,11.0,86.0,77.0,1,202.5
15.0,10.2,46.0,17.0,81.0,66.0,1,180.0
14.4,14.0,43.0,17.0,94.0,91.0,1,202.5
13.5,14.8,74.0,31.0,94.0,99.0,1,180.0
15.0,58.4,80.0,31.0,91.0,69.0,1,180.0
17.1,0.6,50.0,20.0,70.0,70.0,0,180.0
16.9,0.0,26.0,7.0,82.0,59.0,0,202.5
14.7,0.0,28.0,6.0,76.0,69.0,0,270.0
13.1,0.0,19.0,13.0,63.0,53.0,0,270.0
12.3,0.0,43.0,30.0,57.0,60.0,0,157.5
12.3,0.0,39.0,26.0,61.0,53.0,0,180.0
12.8,0.0,57.0,37.0,57.0,56.0,0,180.0
14.0,0.8,50.0,24.0,93.0,77.0,0,180.0
13.8,2.2,48.0,15.0,76.0,68.0,1,180.0
13.9,0.2,33.0,4.0,81.0,69.0,0,202.5
11.3,0.0,35.0,9.0,69.0,63.0,0,202.5
13.4,0.0,33.0,9.0,80.0,71.0,0,202.5
14.3,3.2,33.0,13.0,88.0,87.0,1,157.5
13.7,5.4,30.0,9.0,84.0,76.0,1,202.5
14.7,4.6,26.0,13.0,89.0,70.0,1,180.0
14.4,1.2,30.0,9.0,93.0,75.0,1,292.5
14.9,2.0,33.0,7.0,99.0,79.0,1,202.5
17.6,21.2,50.0,17.0,98.0,78.0,1,337.5
13.6,5.0,24.0,7.0,61.0,57.0,1,292.5
12.4,0.2,20.0,6.0,74.0,77.0,0,225.0
13.0,2.8,33.0,13.0,59.0,32.0,1,292.5
8.5,0.0,44.0,9.0,49.0,44.0,0,202.5
14.1,0.0,50.0,31.0,62.0,61.0,0,180.0
14.0,0.2,26.0,13.0,74.0,67.0,0,180.0
13.4,0.2,35.0,13.0,69.0,60.0,0,180.0
14.2,0.2,52.0,26.0,66.0,65.0,0,135.0
14.8,0.6,52.0,13.0,92.0,67.0,0,247.5
13.8,4.6,46.0,13.0,74.0,72.0,1,180.0
12.5,2.8,56.0,35.0,68.0,57.0,1,180.0
14.1,0.0,44.0,20.0,69.0,59.0,0,180.0
13.1,0.0,28.0,11.0,72.0,62.0,0,315.0
12.1,0.0,33.0,15.0,43.0,36.0,0,315.0
10.9,0.0,35.0,17.0,57.0,31.0,0,315.0
9.8,0.0,26.0,11.0,49.0,51.0,0,292.5
11.1,0.0,24.0,17.0,56.0,32.0,0,315.0
10.5,0.0,31.0,9.0,62.0,34.0,0,315.0
12.8,0.0,59.0,26.0,46.0,21.0,0,315.0
11.1,0.0,48.0,11.0,45.0,53.0,0,247.5
9.9,0.0,20.0,7.0,53.0,47.0,0,292.5
12.0,0.0,30.0,9.0,61.0,64.0,0,292.5
13.6,0.0,41.0,11.0,63.0,41.0,0,67.5
15.1,0.0,41.0,20.0,62.0,61.0,0,180.0
14.0,0.0,48.0,0.0,73.0,77.0,0,157.5
15.7,0.8,67.0,15.0,37.0,44.0,0,270.0
11.9,0.2,30.0,20.0,51.0,58.0,0,180.0
12.6,0.0,41.0,17.0,64.0,58.0,0,315.0
14.6,0.8,33.0,7.0,76.0,62.0,0,180.0
13.6,0.0,41.0,13.0,78.0,30.0,0,315.0
12.9,0.0,37.0,11.0,46.0,19.0,0,292.5
5.6,0.0,30.0,22.0,28.0,28.0,0,270.0
8.4,0.0,31.0,9.0,38.0,37.0,0,270.0
7.7,0.0,52.0,20.0,43.0,22.0,0,315.0
12.2,0.0,30.0,11.0,34.0,43.0,0,270.0
13.3,0.0,19.0,9.0,59.0,61.0,0,247.5
13.9,0.0,35.0,11.0,65.0,65.0,0,315.0
13.4,0.0,35.0,22.0,63.0,63.0,0,315.0
13.8,0.0,33.0,24.0,50.0,63.0,0,315.0
15.0,0.0,30.0,20.0,64.0,63.0,0,180.0
14.9,0.0,37.0,9.0,60.0,60.0,0,315.0
16.9,0.0,35.0,20.0,68.0,61.0,0,315.0
16.8,0.0,59.0,24.0,63.0,64.0,0,157.5
16.5,0.0,50.0,31.0,62.0,57.0,0,180.0
16.2,0.4,65.0,41.0,67.0,48.0,0,135.0
16.6,0.0,50.0,39.0,54.0,53.0,0,135.0
14.5,0.0,28.0,24.0,55.0,53.0,0,157.5
13.2,0.0,35.0,11.0,56.0,59.0,0,315.0
14.1,0.0,39.0,20.0,63.0,59.0,0,315.0
16.2,0.0,37.0,26.0,58.0,58.0,0,315.0
14.2,0.0,35.0,11.0,57.0,54.0,0,292.5
16.4,0.8,35.0,17.0,72.0,64.0,0,337.5
16.2,0.0,44.0,28.0,49.0,50.0,0,315.0
16.1,0.0,26.0,11.0,67.0,67.0,0,135.0
17.4,0.2,57.0,33.0,70.0,66.0,0,157.5
18.9,0.0,48.0,33.0,74.0,76.0,0,0.0
14.3,0.0,37.0,22.0,66.0,68.0,0,157.5
18.9,0.0,81.0,9.0,77.0,86.0,0,225.0
17.5,25.0,50.0,15.0,82.0,70.0,1,0.0
14.4,10.4,46.0,17.0,54.0,28.0,1,315.0
14.9,0.0,35.0,22.0,77.0,75.0,0,315.0
15.6,0.0,46.0,15.0,27.0,21.0,0,247.5
12.7,0.0,35.0,28.0,37.0,47.0,0,180.0
14.2,0.0,41.0,13.0,56.0,61.0,0,0.0
15.4,0.0,39.0,19.0,70.0,68.0,0,22.5
16.5,0.0,39.0,17.0,49.0,70.0,0,315.0
18.3,0.0,30.0,7.0,58.0,57.0,0,45.0
15.3,0.0,37.0,7.0,78.0,77.0,0,0.0
19.1,0.0,57.0,41.0,60.0,58.0,0,157.5
18.2,0.0,37.0,20.0,76.0,56.0,0,337.5
17.9,0.0,43.0,11.0,62.0,64.0,0,157.5
19.9,0.0,37.0,13.0,55.0,63.0,0,45.0
20.4,0.0,50.0,24.0,61.0,75.0,0,337.5
17.8,1.2,33.0,17.0,66.0,61.0,1,337.5
17.8,0.0,63.0,22.0,62.0,20.0,0,337.5
14.4,0.0,57.0,35.0,35.0,50.0,0,180.0
14.5,0.0,26.0,9.0,38.0,47.0,0,112.5
13.7,0.0,37.0,13.0,47.0,69.0,0,315.0
17.9,0.0,65.0,22.0,31.0,70.0,0,315.0
17.6,0.0,56.0,9.0,58.0,58.0,0,135.0
13.6,0.2,26.0,20.0,49.0,56.0,0,157.5
15.9,0.0,48.0,30.0,55.0,66.0,0,315.0
18.4,0.0,44.0,28.0,43.0,66.0,0,337.5
20.0,0.0,33.0,11.0,86.0,71.0,0,112.5
19.5,0.0,50.0,33.0,54.0,70.0,0,337.5
20.3,0.0,56.0,24.0,26.0,24.0,0,270.0
14.9,0.0,33.0,15.0,59.0,57.0,0,135.0
16.7,0.0,48.0,15.0,57.0,60.0,0,22.5
17.7,0.0,52.0,22.0,53.0,66.0,0,337.5
19.3,0.0,65.0,30.0,77.0,81.0,0,180.0
15.8,1.0,56.0,31.0,58.0,62.0,0,157.5
17.0,0.0,33.0,26.0,64.0,69.0,0,157.5
19.3,0.0,37.0,17.0,60.0,60.0,0,0.0
19.0,0.0,44.0,20.0,60.0,59.0,0,22.5
20.5,0.0,43.0,22.0,65.0,70.0,0,337.5
20.1,0.0,35.0,19.0,57.0,83.0,0,22.5
18.9,0.2,57.0,35.0,69.0,62.0,0,157.5
16.8,0.0,37.0,13.0,63.0,66.0,0,67.5
17.4,0.0,56.0,30.0,52.0,52.0,0,157.5
17.2,0.0,50.0,7.0,57.0,59.0,0,67.5
20.3,0.0,52.0,35.0,57.0,88.0,0,0.0
17.1,10.6,61.0,30.0,68.0,65.0,1,157.5
19.0,0.0,41.0,28.0,54.0,57.0,0,157.5
16.2,0.0,30.0,15.0,49.0,46.0,0,157.5
16.7,0.0,37.0,13.0,52.0,54.0,0,22.5
18.5,0.0,41.0,24.0,51.0,67.0,0,315.0
20.7,0.0,65.0,41.0,55.0,57.0,0,157.5
16.7,0.0,65.0,33.0,49.0,61.0,0,157.5
16.5,0.0,39.0,19.0,49.0,55.0,0,157.5
16.0,0.0,31.0,13.0,49.0,53.0,0,67.5
16.7,0.0,46.0,15.0,44.0,58.0,0,0.0
19.1,0.0,56.0,26.0,43.0,68.0,0,315.0
20.8,0.0,48.0,15.0,57.0,81.0,0,0.0
20.2,5.6,43.0,28.0,61.0,71.0,1,0.0
21.0,1.2,41.0,26.0,79.0,74.0,1,22.5
20.6,0.4,39.0,13.0,77.0,72.0,0,67.5
20.0,5.2,50.0,24.0,63.0,72.0,1,315.0
17.9,11.4,41.0,17.0,76.0,72.0,1,45.0
19.2,12.4,80.0,15.0,81.0,71.0,1,135.0
16.7,7.6,57.0,13.0,65.0,76.0,1,157.5
17.0,4.0,39.0,7.0,65.0,62.0,1,315.0
15.1,11.6,37.0,13.0,67.0,64.0,1,112.5
17.7,0.0,43.0,17.0,56.0,71.0,0,157.5
18.1,0.0,31.0,15.0,61.0,65.0,0,135.0
19.0,0.0,30.0,11.0,65.0,67.0,0,112.5
20.3,6.4,87.0,13.0,71.0,73.0,1,0.0
19.3,16.6,39.0,24.0,73.0,99.0,1,337.5
19.8,2.6,39.0,19.0,63.0,63.0,1,157.5
19.4,0.0,63.0,33.0,56.0,62.0,0,157.5
17.8,0.0,39.0,22.0,50.0,60.0,0,157.5
17.5,0.0,46.0,19.0,61.0,64.0,0,45.0
20.5,0.0,48.0,26.0,49.0,75.0,0,337.5
18.5,13.2,69.0,28.0,99.0,77.0,1,180.0
17.4,10.6,57.0,28.0,56.0,54.0,1,180.0
16.8,0.0,54.0,26.0,45.0,55.0,0,157.5
17.4,0.0,48.0,24.0,50.0,62.0,0,157.5
16.5,0.0,41.0,11.0,62.0,63.0,0,45.0
21.0,0.0,54.0,26.0,56.0,70.0,0,0.0
19.0,0.0,35.0,28.0,32.0,38.0,0,135.0
16.0,0.0,28.0,11.0,45.0,48.0,0,157.5
17.2,0.0,31.0,9.0,54.0,54.0,0,135.0
17.8,0.0,41.0,22.0,50.0,58.0,0,0.0
20.7,0.0,41.0,26.0,52.0,74.0,0,0.0
20.4,0.0,61.0,26.0,69.0,77.0,0,22.5
20.3,5.2,35.0,15.0,85.0,96.0,1,315.0
18.7,0.0,28.0,9.0,80.0,72.0,0,135.0
19.8,0.2,44.0,11.0,74.0,66.0,0,112.5
21.1,0.6,24.0,11.0,65.0,62.0,0,135.0
22.1,0.0,37.0,13.0,61.0,66.0,0,135.0
20.4,1.4,52.0,30.0,62.0,67.0,1,157.5
22.0,0.0,48.0,30.0,57.0,50.0,0,135.0
21.5,0.0,46.0,31.0,53.0,54.0,0,135.0
18.4,0.0,26.0,13.0,55.0,54.0,0,157.5
19.6,0.0,41.0,17.0,49.0,53.0,0,337.5
19.2,0.0,35.0,13.0,57.0,59.0,0,45.0
21.3,0.0,48.0,20.0,55.0,61.0,0,337.5
22.1,0.0,41.0,28.0,46.0,65.0,0,315.0
21.2,0.0,31.0,19.0,70.0,69.0,0,112.5
20.5,0.0,41.0,22.0,58.0,68.0,0,337.5
22.4,0.0,37.0,24.0,86.0,77.0,0,157.5
20.1,0.0,26.0,11.0,69.0,64.0,0,157.5
23.1,0.0,67.0,26.0,54.0,71.0,0,337.5
21.2,2.8,61.0,30.0,63.0,59.0,1,157.5
22.8,0.0,35.0,26.0,67.0,73.0,0,157.5
22.2,0.0,37.0,28.0,56.0,53.0,0,135.0
21.2,0.0,37.0,24.0,60.0,72.0,0,315.0
23.0,2.0,44.0,13.0,49.0,75.0,1,315.0
25.3,0.0,65.0,30.0,61.0,66.0,0,0.0
23.2,0.0,39.0,33.0,76.0,65.0,0,157.5
24.0,0.0,61.0,13.0,92.0,77.0,0,0.0
21.9,14.0,65.0,41.0,67.0,60.0,1,157.5
23.0,0.2,52.0,28.0,55.0,72.0,0,135.0
19.5,6.8,50.0,24.0,82.0,50.0,1,180.0
19.1,3.8,41.0,24.0,68.0,63.0,1,157.5
20.8,0.0,37.0,13.0,59.0,61.0,0,157.5
19.8,0.0,35.0,17.0,58.0,54.0,0,157.5
20.9,0.0,59.0,24.0,57.0,55.0,0,180.0
21.5,1.6,37.0,22.0,61.0,61.0,1,135.0
23.4,0.0,35.0,28.0,61.0,60.0,0,112.5
23.5,0.0,35.0,24.0,60.0,59.0,0,135.0
23.1,0.0,39.0,24.0,57.0,51.0,0,112.5
20.0,0.0,39.0,20.0,61.0,57.0,0,157.5
21.2,0.0,28.0,13.0,57.0,57.0,0,135.0
20.8,0.0,39.0,15.0,54.0,65.0,0,0.0
24.2,0.0,50.0,19.0,62.0,73.0,0,22.5
21.8,0.0,61.0,11.0,75.0,73.0,0,67.5
23.6,1.2,54.0,31.0,84.0,89.0,1,180.0
20.9,23.0,37.0,17.0,80.0,87.0,1,157.5
23.1,3.4,61.0,6.0,78.0,75.0,1,112.5
20.8,1.6,70.0,30.0,74.0,58.0,1,180.0
19.7,1.2,61.0,39.0,58.0,56.0,1,157.5
21.6,0.0,56.0,22.0,71.0,55.0,0,90.0
22.3,0.0,54.0,31.0,77.0,61.0,0,67.5
20.9,1.0,50.0,30.0,64.0,62.0,0,112.5
22.7,0.0,41.0,30.0,58.0,60.0,0,90.0
23.0,0.0,41.0,30.0,64.0,59.0,0,112.5
22.4,0.0,52.0,22.0,57.0,60.0,0,157.5
21.0,1.0,54.0,28.0,65.0,57.0,0,135.0
21.1,0.4,50.0,19.0,64.0,61.0,0,157.5
21.6,0.0,76.0,37.0,62.0,83.0,0,157.5
19.4,6.0,59.0,31.0,58.0,66.0,1,180.0
19.3,0.6,41.0,28.0,65.0,61.0,0,157.5
20.9,0.2,30.0,17.0,60.0,53.0,0,135.0
21.9,0.0,26.0,15.0,80.0,72.0,0,135.0
22.4,0.0,33.0,9.0,66.0,55.0,0,90.0
21.9,0.0,30.0,24.0,57.0,52.0,0,157.5
20.3,0.0,30.0,19.0,56.0,54.0,0,157.5
21.0,0.0,37.0,7.0,58.0,69.0,0,315.0
22.7,0.0,48.0,15.0,72.0,66.0,0,292.5
23.7,0.0,50.0,15.0,65.0,68.0,0,0.0
25.0,0.0,52.0,31.0,64.0,72.0,0,0.0
24.5,0.0,54.0,19.0,70.0,66.0,0,135.0
23.8,0.0,42.4763698630137,15.0,78.0,71.0,0,157.5
23.8,3.7693959731543623,39.0,22.0,59.0,68.0,0,315.0
25.9,0.0,41.0,28.0,66.0,67.0,0,0.0
24.7,0.0,50.0,11.0,80.0,78.0,0,112.5
23.2,0.0,56.0,31.0,70.0,66.0,0,180.0
21.9,0.0,61.0,48.0,53.0,55.0,0,157.5
20.1,9.2,56.0,24.0,72.0,59.0,1,180.0
20.1,5.8,43.0,20.0,68.0,63.0,1,157.5
20.3,0.2,26.0,17.0,78.0,57.0,0,157.5
20.4,0.2,33.0,7.0,56.0,50.0,0,135.0
21.2,0.2,54.0,26.0,66.0,67.0,0,180.0
22.0,0.4,43.0,24.0,54.0,56.0,0,112.5
21.8,0.0,54.0,17.0,62.0,63.0,0,180.0
22.5,0.6,61.0,24.0,68.0,67.0,0,157.5
20.5,9.0,59.0,37.0,66.0,58.0,1,112.5
19.3,15.0,37.0,13.0,75.0,52.0,1,202.5
18.8,0.2,28.0,13.0,61.0,53.0,0,157.5
20.1,0.0,39.0,17.0,75.0,53.0,0,135.0
22.1,0.0,56.0,24.0,71.0,57.0,0,157.5
21.7,0.2,57.0,31.0,62.0,63.0,0,135.0
19.9,2.4,56.0,37.0,62.0,57.0,1,135.0
20.8,1.6,52.0,37.0,72.0,53.0,1,157.5
20.2,0.2,35.0,24.0,60.0,61.0,0,157.5
19.4,0.0,41.0,26.0,60.0,60.0,0,157.5
19.8,0.0,37.0,22.0,61.0,57.0,0,157.5
18.8,0.4,31.0,9.0,60.0,57.0,0,135.0
20.3,0.2,48.0,20.0,56.0,70.0,0,337.5
23.1,0.0,43.0,17.0,72.0,64.0,0,135.0
23.6,0.0,28.0,20.0,72.0,72.0,0,157.5
24.4,0.0,37.0,13.0,70.0,63.0,0,90.0
23.1,0.0,50.0,28.0,65.0,77.0,0,112.5
22.1,4.0,39.0,17.0,67.0,68.0,1,157.5
20.5,1.2,35.0,13.0,73.0,64.0,1,157.5
19.8,0.0,31.0,11.0,63.0,66.0,0,157.5
20.2,0.0,30.0,11.0,64.0,68.0,0,315.0
20.9,8.4,46.0,6.0,80.0,86.0,1,202.5
